Target,Source,weight
2070965055,2588517499,2
2068795980,2070965055,1
2068795980,2070965055,1
2068795980,2070965055,1
2068795980,2070965055,1
2068795980,2070965055,1
2068795980,2070965055,1
2068795980,2070965055,1
2020621672,2068795980,2
2020621672,2068795980,2
2020621672,2068795980,2
2020621672,2068795980,2
2020621672,2068795980,2
2020621672,2068795980,2
2020621672,2068795980,2
2044560324,2068795980,2
2044560324,2068795980,2
2044560324,2068795980,2
2044560324,2068795980,2
2044560324,2068795980,2
2044560324,2068795980,2
2044560324,2068795980,2
2044560324,2173709915,1
2044560324,2173709915,1
2044560324,2173709915,1
2044560324,2173709915,1
2044560324,2173709915,1
2173709915,2922235978,1
2173709915,2922235978,1
2173709915,2922235978,1
2173709915,2922235978,1
2173709915,2922235978,1
2173709915,2922235978,1
2173709915,2922235978,1
2173709915,2992510390,1
2173709915,2992510390,1
2173709915,2992510390,1
2173709915,2992510390,1
2173709915,2992510390,1
2173709915,2992510390,1
2044560324,2793294236,1
2044560324,2793294236,1
2044560324,2793294236,1
2044560324,2793294236,1
2044560324,2793294236,1
2068795980,2114060065,1
2068795980,2114060065,1
2068795980,2114060065,1
2068795980,2114060065,1
2068795980,2114060065,1
2068795980,2114060065,1
2068795980,2114060065,1
2068795980,2116269587,1
2068795980,2116269587,1
2068795980,2321244423,1
2068795980,2321244423,1
2068795980,2321244423,1
2068795980,2321244423,1
2068795980,2321244423,1
2068795980,2321244423,1
2068795980,2321244423,1
2068795980,2795020054,1
2068795980,2795020054,1
2068795980,2911987276,1
2068795980,2911987276,1
2068795980,2911987276,1
2068795980,2911987276,1
2068795980,2911987276,1
2068795980,2911987276,1
2068795980,2911987276,1
2068795980,2912595712,1
2068795980,2912595712,1
2068795980,2912595712,1
2068795980,2912595712,1
2068795980,2912595712,1
2068795980,2912595712,1
2068795980,2912595712,1
2068795980,2954404830,2
2068795980,2954404830,2
2068795980,2954404830,2
2068795980,2954404830,2
2068795980,2954404830,2
2068795980,2954404830,2
2068795980,2954404830,2
2068795980,2964285924,1
2068795980,2964285924,1
2068795980,2964285924,1
2068795980,2964285924,1
2068795980,2964285924,1
2068795980,2964285924,1
2068795980,2964285924,1
2068795980,2969319619,1
2068795980,2969319619,1
2068795980,2969319619,1
2068795980,2969319619,1
2068795980,2969319619,1
2068795980,2969319619,1
2068795980,2969319619,1
2068795980,2984182031,1
2068795980,2984182031,1
2068795980,2984182031,1
2068795980,2984182031,1
2068795980,2984182031,1
2068795980,2984182031,1
2068795980,2984182031,1
2070965055,2108338047,1
2070965055,2108338047,1
2070965055,2108338047,1
2070965055,2108338047,1
2070965055,2108338047,1
2070965055,2108338047,1
2070965055,2108338047,1
2070965055,2132927693,1
2132927693,2229613137,1
2132927693,2229613137,1
2132927693,2229613137,1
2132927693,2229613137,1
2132927693,2229613137,1
2132927693,2229613137,1
2132927693,2229613137,1
2229613137,2230488151,1
2229613137,2230488151,1
2229613137,2230488151,1
2229613137,2230488151,1
2229613137,2230488151,1
2229613137,2230488151,1
2229613137,2230488151,1
2230488151,2307885315,1
2230488151,2307885315,1
2230488151,2307885315,1
2230488151,2307885315,1
2230488151,2307885315,1
2230488151,2307885315,1
2230488151,2307885315,1
2010852767,2307885315,1
2010852767,2307885315,1
2010852767,2307885315,1
2010852767,2307885315,1
2010852767,2307885315,1
2010852767,2307885315,1
2010852767,2307885315,1
2010852767,2769654274,1
2010852767,2769654274,1
2010852767,2769654274,1
2010852767,2769654274,1
2010852767,2769654274,1
2010852767,2769654274,1
2010852767,2769654274,1
2307885315,2553854373,1
2307885315,2553854373,1
2307885315,2553854373,1
2307885315,2553854373,1
2307885315,2553854373,1
2307885315,2553854373,1
2307885315,2553854373,1
2553854373,2973505757,1
2553854373,2973505757,1
2553854373,2973505757,1
2553854373,2973505757,1
2553854373,2973505757,1
2553854373,2973505757,1
2553854373,2973505757,1
2307885315,2767823913,1
2307885315,2767823913,1
2307885315,2767823913,1
2307885315,2767823913,1
2307885315,2767823913,1
2307885315,2767823913,1
2307885315,2767823913,1
2307885315,2981053233,1
2307885315,2981053233,1
2307885315,2981053233,1
2307885315,2981053233,1
2307885315,2981053233,1
2307885315,2981053233,1
2307885315,2981053233,1
2307885315,2998807896,1
2307885315,2998807896,1
2307885315,2998807896,1
2307885315,2998807896,1
2307885315,2998807896,1
2307885315,2998807896,1
2307885315,2998807896,1
2070965055,2150061830,2
2070965055,2150061830,2
2070965055,2150061830,2
2070965055,2150061830,2
2070965055,2150061830,2
2070965055,2150061830,2
2070965055,2150061830,2
2070965055,2167586149,1
2070965055,2225180883,1
2108338047,2588517499,1
2108338047,2588517499,1
2108338047,2588517499,1
2108338047,2588517499,1
2108338047,2588517499,1
2108338047,2588517499,1
2132927693,2588517499,1
2132927693,2588517499,1
2132927693,2588517499,1
2132927693,2588517499,1
2132927693,2588517499,1
2132927693,2588517499,1
2167586149,2588517499,1
2167586149,2588517499,1
2167586149,2588517499,1
2167586149,2588517499,1
2167586149,2588517499,1
2167586149,2588517499,1
2225180883,2588517499,1
2225180883,2588517499,1
2225180883,2588517499,1
2225180883,2588517499,1
2225180883,2588517499,1
2225180883,2588517499,1
2070965055,2116269587,1
2070965055,2116269587,1
2070965055,2116269587,1
2070965055,2116269587,1
2070965055,2116269587,1
2070965055,2795020054,1
2070965055,2795020054,1
2070965055,2795020054,1
2070965055,2795020054,1
2070965055,2795020054,1
2068795980,2173709915,1
2068795980,2173709915,1
2068795980,2793294236,1
2068795980,2793294236,1
2068795980,2992510390,1
2106697682,2129118901,2
2106697682,2129118901,2
2106697682,2129118901,2
2129118901,2169236860,1
2129118901,2169236860,1
2129118901,2169236860,1
2169236860,2982013605,1
2169236860,2982013605,1
2788130130,2982013605,1
2788130130,2982013605,1
2129118901,2789623484,1
2129118901,2789623484,1
2129118901,2789623484,1
2129118901,2805566891,1
2129118901,2805566891,1
2129118901,2805566891,1
1968136432,2949835831,1
1968136432,2949835831,1
1968136432,2949835831,1
2949835831,2950830240,1
2152077034,2914797203,1
2152077034,2914797203,1
103913800,2152077034,1
103913800,2152077034,1
103913800,2500606731,1
103913800,2500606731,1
2500606731,2934730183,1
2500606731,2934730183,1
1968136432,2950830240,1
1968136432,2950830240,1
1901814250,2623395849,1
1901814250,2623395849,1
1684417539,2898344771,2
1684417539,2898344771,2
2129118901,2982013605,1
2129118901,2788130130,1
2154571594,2917157199,1
2154571594,2953215802,1
281847691,2298091499,1
281847691,2538123976,2
281847691,2585999609,1
281847691,2617870045,1
281847691,2629423846,1
281847691,2798452369,1
281847691,2972483764,1
281847691,2972657032,1
281847691,2978800533,1
